INFO 2025-04-25 20:21:16,024 autoreload 1272 24896 Watching for file changes with StatReloader
INFO 2025-04-25 20:23:26,479 basehttp 17148 25196 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9042
INFO 2025-04-25 20:23:26,483 basehttp 17148 25196 "GET /static/admin/js/actions.js HTTP/1.1" 200 8067
INFO 2025-04-25 20:23:26,486 basehttp 17148 25196 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-04-25 20:23:26,489 basehttp 17148 25196 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-04-25 20:23:26,495 basehttp 17148 25196 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2025-04-25 20:23:26,498 basehttp 17148 25196 "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2025-04-25 20:23:26,594 basehttp 17148 25196 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-04-25 20:23:26,658 basehttp 17148 25196 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2025-04-25 20:23:26,658 basehttp 17148 12400 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2025-04-25 20:23:31,582 basehttp 17148 12400 "GET /admin/neurologists/consultation/add/ HTTP/1.1" 200 18995
INFO 2025-04-25 20:23:31,649 basehttp 17148 12400 "GET /static/admin/css/forms.css HTTP/1.1" 200 9090
INFO 2025-04-25 20:23:31,661 basehttp 17148 22892 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2025-04-25 20:23:31,662 basehttp 17148 25196 "GET /static/admin/js/calendar.js HTTP/1.1" 200 9141
INFO 2025-04-25 20:23:31,663 basehttp 17148 33680 "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 200 19319
INFO 2025-04-25 20:23:31,671 basehttp 17148 7652 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-04-25 20:23:31,684 basehttp 17148 7652 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11800
INFO 2025-04-25 20:23:31,750 basehttp 17148 7652 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2025-04-25 20:23:31,895 basehttp 17148 7652 "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 200 1086
INFO 2025-04-25 20:23:31,903 basehttp 17148 33680 "GET /static/admin/img/icon-clock.svg HTTP/1.1" 200 677
INFO 2025-04-25 20:23:49,597 basehttp 17148 20784 "GET /admin/neurologists/treatmentorder/add/ HTTP/1.1" 200 17912
INFO 2025-04-25 20:23:49,662 basehttp 17148 20784 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-04-25 20:23:54,779 basehttp 17148 1112 "GET /admin/neurologists/consultation/add/ HTTP/1.1" 200 18995
INFO 2025-04-25 20:23:55,730 basehttp 17148 1112 "GET /admin/neurologists/consultation/ HTTP/1.1" 200 14450
WARNING 2025-04-25 20:24:09,349 log 17148 3760 Not Found: /api
WARNING 2025-04-25 20:24:09,350 basehttp 17148 3760 "GET /api HTTP/1.1" 404 2762
WARNING 2025-04-25 20:24:19,602 log 17148 15020 Not Found: /patients
WARNING 2025-04-25 20:24:19,603 basehttp 17148 15020 "GET /patients HTTP/1.1" 404 2777
WARNING 2025-04-25 20:24:31,813 log 17148 13332 Not Found: /api/patients
WARNING 2025-04-25 20:24:31,814 basehttp 17148 13332 "GET /api/patients HTTP/1.1" 404 2685
WARNING 2025-04-25 20:24:50,890 log 17148 21644 Not Found: /api/patients/
WARNING 2025-04-25 20:24:50,891 basehttp 17148 21644 "GET /api/patients/ HTTP/1.1" 404 2688
WARNING 2025-04-25 20:24:59,732 log 17148 14852 Not Found: /api/neurologists/
WARNING 2025-04-25 20:24:59,733 basehttp 17148 14852 "GET /api/neurologists/ HTTP/1.1" 404 2700
WARNING 2025-04-25 20:25:04,867 log 17148 30544 Not Found: /neurologists/
WARNING 2025-04-25 20:25:04,868 basehttp 17148 30544 "GET /neurologists/ HTTP/1.1" 404 2679
INFO 2025-04-25 20:26:17,446 autoreload 17148 32712 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\api\views.py changed, reloading.
INFO 2025-04-25 20:26:19,159 autoreload 19520 29604 Watching for file changes with StatReloader
INFO 2025-04-25 20:26:41,248 autoreload 19520 29604 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\api\views.py changed, reloading.
INFO 2025-04-25 20:26:41,866 autoreload 30192 5872 Watching for file changes with StatReloader
INFO 2025-04-25 20:26:47,641 autoreload 30192 5872 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\api\serializers.py changed, reloading.
INFO 2025-04-25 20:26:48,174 autoreload 34716 19032 Watching for file changes with StatReloader
INFO 2025-04-25 20:26:52,807 autoreload 34716 19032 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\api\urls.py changed, reloading.
INFO 2025-04-25 20:26:53,276 autoreload 6412 7024 Watching for file changes with StatReloader
INFO 2025-04-25 20:28:03,593 autoreload 6412 7024 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\api\serializers.py changed, reloading.
INFO 2025-04-25 20:28:04,494 autoreload 20784 24852 Watching for file changes with StatReloader
INFO 2025-04-25 20:28:59,186 autoreload 20784 24852 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\api\views.py changed, reloading.
INFO 2025-04-25 20:28:59,810 autoreload 1788 11644 Watching for file changes with StatReloader
INFO 2025-04-25 20:30:49,813 autoreload 17932 1676 Watching for file changes with StatReloader
WARNING 2025-04-25 20:30:55,807 log 1788 24308 Not Found: /
WARNING 2025-04-25 20:30:55,813 basehttp 1788 24308 "GET / HTTP/1.1" 404 2735
WARNING 2025-04-25 20:30:55,820 log 1788 31092 Not Found: /
WARNING 2025-04-25 20:30:55,820 basehttp 1788 31092 "GET / HTTP/1.1" 404 2735
WARNING 2025-04-25 20:30:55,829 log 1788 22016 Not Found: /
WARNING 2025-04-25 20:30:55,829 basehttp 1788 22016 "GET / HTTP/1.1" 404 2735
WARNING 2025-04-25 20:30:57,584 log 1788 22016 Not Found: /favicon.ico
WARNING 2025-04-25 20:30:57,586 basehttp 1788 22016 "GET /favicon.ico HTTP/1.1" 404 2786
WARNING 2025-04-25 20:30:57,596 log 1788 31092 Not Found: /favicon.ico
WARNING 2025-04-25 20:30:57,596 basehttp 1788 31092 "GET /favicon.ico HTTP/1.1" 404 2786
WARNING 2025-04-25 20:30:57,799 log 1788 31092 Not Found: /favicon.ico
WARNING 2025-04-25 20:30:57,799 basehttp 1788 31092 "GET /favicon.ico HTTP/1.1" 404 2786
INFO 2025-04-25 20:31:01,592 basehttp 1788 31092 "GET /api HTTP/1.1" 301 0
WARNING 2025-04-25 20:31:01,725 log 1788 22016 Forbidden: /api/
WARNING 2025-04-25 20:31:01,726 basehttp 1788 22016 "GET /api/ HTTP/1.1" 403 4883
INFO 2025-04-25 20:31:02,025 basehttp 1788 20556 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3796
INFO 2025-04-25 20:31:02,028 basehttp 1788 20556 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1793
INFO 2025-04-25 20:31:02,031 basehttp 1788 20556 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 39680
INFO 2025-04-25 20:31:02,032 basehttp 1788 20556 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2025-04-25 20:31:02,034 basehttp 1788 24308 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
INFO 2025-04-25 20:31:02,035 basehttp 1788 20556 "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
INFO 2025-04-25 20:31:02,036 basehttp 1788 24308 "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 200 59
INFO 2025-04-25 20:31:02,040 basehttp 1788 2976 "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-04-25 20:31:02,043 basehttp 1788 26728 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-04-25 20:31:02,045 basehttp 1788 27416 "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
INFO 2025-04-25 20:31:02,045 basehttp 1788 22016 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-04-25 20:31:02,058 basehttp 1788 27416 "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2025-04-25 20:31:19,539 basehttp 1788 16536 "GET /admin/ HTTP/1.1" 200 13110
INFO 2025-04-25 20:31:19,655 basehttp 1788 16536 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-04-25 20:31:19,656 basehttp 1788 14864 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-04-25 20:31:19,657 basehttp 1788 14864 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-04-25 20:31:19,657 basehttp 1788 16536 "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
INFO 2025-04-25 20:31:19,659 basehttp 1788 14864 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-04-25 20:31:19,900 basehttp 1788 16536 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-04-25 20:31:19,900 basehttp 1788 14864 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-04-25 20:31:19,929 basehttp 1788 14864 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-04-25 20:31:19,929 basehttp 1788 16536 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-04-25 20:31:38,321 basehttp 1788 31440 "GET /api HTTP/1.1" 301 0
INFO 2025-04-25 20:31:38,343 basehttp 1788 2288 "GET /api/ HTTP/1.1" 200 5883
INFO 2025-04-25 20:31:38,418 basehttp 1788 2288 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-04-25 20:31:38,423 basehttp 1788 2288 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
INFO 2025-04-25 20:31:38,429 basehttp 1788 2288 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-04-25 20:31:38,441 basehttp 1788 2288 "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-04-25 20:31:38,447 basehttp 1788 2288 "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
INFO 2025-04-25 20:31:38,450 basehttp 1788 2288 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3796
INFO 2025-04-25 20:31:38,453 basehttp 1788 2288 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1793
INFO 2025-04-25 20:31:38,456 basehttp 1788 2288 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 39680
INFO 2025-04-25 20:31:38,458 basehttp 1788 2288 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2025-04-25 20:31:38,461 basehttp 1788 2288 "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
INFO 2025-04-25 20:31:38,464 basehttp 1788 2288 "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 200 59
INFO 2025-04-25 20:31:38,610 basehttp 1788 2288 "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2025-04-25 20:31:42,353 basehttp 1788 27956 "GET /api/patients/ HTTP/1.1" 200 10010
WARNING 2025-04-25 20:41:11,538 log 17932 35708 Not Found: /
WARNING 2025-04-25 20:41:11,550 basehttp 17932 35708 "GET / HTTP/1.1" 404 2735
WARNING 2025-04-25 20:41:23,721 log 17932 9852 Not Found: /patients
WARNING 2025-04-25 20:41:23,723 basehttp 17932 9852 "GET /patients HTTP/1.1" 404 2777
WARNING 2025-04-25 20:41:31,841 log 17932 11692 Forbidden: /api/
WARNING 2025-04-25 20:41:31,842 basehttp 17932 11692 "GET /api/ HTTP/1.1" 403 4883
INFO 2025-04-25 20:41:31,936 basehttp 17932 11692 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,946 basehttp 17932 21888 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,949 basehttp 17932 15932 "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,950 basehttp 17932 8632 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,950 basehttp 17932 9004 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,952 basehttp 17932 19156 "GET /static/rest_framework/css/default.css HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,953 basehttp 17932 11692 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,956 basehttp 17932 21888 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,956 basehttp 17932 9004 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,958 basehttp 17932 8632 "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,958 basehttp 17932 15932 "GET /static/rest_framework/js/default.js HTTP/1.1" 304 0
INFO 2025-04-25 20:41:31,976 basehttp 17932 15932 "GET /static/rest_framework/img/grid.png HTTP/1.1" 304 0
INFO 2025-04-25 20:43:12,510 autoreload 17932 1676 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\stroke_system\urls.py changed, reloading.
INFO 2025-04-25 20:43:14,110 autoreload 2504 2260 Watching for file changes with StatReloader
INFO 2025-04-25 20:43:43,505 autoreload 2504 2260 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\stroke_system\urls.py changed, reloading.
INFO 2025-04-25 20:43:44,184 autoreload 22352 20200 Watching for file changes with StatReloader
INFO 2025-04-25 20:44:24,116 autoreload 22352 20200 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\stroke_system\urls.py changed, reloading.
INFO 2025-04-25 20:44:24,747 autoreload 35428 26940 Watching for file changes with StatReloader
INFO 2025-04-25 20:46:33,139 autoreload 17548 8516 Watching for file changes with StatReloader
INFO 2025-04-25 20:46:38,041 basehttp 17548 21956 "GET / HTTP/1.1" 302 0
WARNING 2025-04-25 20:46:38,131 log 17548 21956 Not Found: /accounts/login/
WARNING 2025-04-25 20:46:38,132 basehttp 17548 21956 "GET /accounts/login/?next=/ HTTP/1.1" 404 3734
INFO 2025-04-25 20:46:38,614 basehttp 17548 21956 "GET / HTTP/1.1" 302 0
WARNING 2025-04-25 20:46:38,661 log 17548 21956 Not Found: /accounts/login/
WARNING 2025-04-25 20:46:38,662 basehttp 17548 21956 "GET /accounts/login/?next=/ HTTP/1.1" 404 3734
INFO 2025-04-25 20:46:39,018 basehttp 17548 21956 "GET / HTTP/1.1" 302 0
WARNING 2025-04-25 20:46:39,136 log 17548 21956 Not Found: /accounts/login/
WARNING 2025-04-25 20:46:39,138 basehttp 17548 21956 "GET /accounts/login/?next=/ HTTP/1.1" 404 3734
INFO 2025-04-25 20:46:42,760 basehttp 17548 35456 "GET / HTTP/1.1" 302 0
WARNING 2025-04-25 20:46:42,883 log 17548 35456 Not Found: /accounts/login/
WARNING 2025-04-25 20:46:42,884 basehttp 17548 35456 "GET /accounts/login/?next=/ HTTP/1.1" 404 3734
INFO 2025-04-25 20:46:50,392 basehttp 17548 17092 "GET / HTTP/1.1" 302 0
WARNING 2025-04-25 20:46:50,419 log 17548 17092 Not Found: /accounts/login/
WARNING 2025-04-25 20:46:50,421 basehttp 17548 17092 "GET /accounts/login/?next=/ HTTP/1.1" 404 3734
INFO 2025-04-25 20:47:07,242 basehttp 17548 18684 "GET /admin HTTP/1.1" 301 0
INFO 2025-04-25 20:47:07,292 basehttp 17548 12036 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-04-25 20:47:07,430 basehttp 17548 12036 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4158
INFO 2025-04-25 20:47:07,718 basehttp 17548 32592 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2682
INFO 2025-04-25 20:47:07,723 basehttp 17548 32592 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-04-25 20:47:07,750 basehttp 17548 11552 "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2025-04-25 20:47:07,750 basehttp 17548 18660 "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2025-04-25 20:47:07,750 basehttp 17548 7096 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2025-04-25 20:47:07,750 basehttp 17548 25116 "GET /static/admin/css/responsive.css HTTP/1.1" 200 17905
INFO 2025-04-25 20:47:07,751 basehttp 17548 12036 "GET /static/admin/css/base.css HTTP/1.1" 200 21544
INFO 2025-04-25 20:47:36,534 basehttp 17548 12344 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-04-25 20:47:36,582 basehttp 17548 12344 "GET /admin/ HTTP/1.1" 200 13110
INFO 2025-04-25 20:47:36,661 basehttp 17548 12344 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-04-25 20:47:36,882 basehttp 17548 12344 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-04-25 20:47:36,882 basehttp 17548 35396 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-04-25 20:47:47,270 basehttp 17548 31968 "GET /patients HTTP/1.1" 301 0
INFO 2025-04-25 20:47:47,309 basehttp 17548 29364 "GET /patients/ HTTP/1.1" 200 6013
INFO 2025-04-25 20:47:51,064 basehttp 17548 29364 "GET /neurologists/ HTTP/1.1" 200 6037
INFO 2025-04-25 20:47:52,127 basehttp 17548 29364 "GET /patients/ HTTP/1.1" 200 6013
INFO 2025-04-25 20:47:53,588 basehttp 17548 29364 "GET /consultations/ HTTP/1.1" 200 6042
INFO 2025-04-25 20:47:54,992 basehttp 17548 29364 "GET /alerts/ HTTP/1.1" 200 6006
INFO 2025-04-25 20:47:55,998 basehttp 17548 29364 "GET /consultations/ HTTP/1.1" 200 6042
INFO 2025-04-25 20:47:56,777 basehttp 17548 29364 "GET /neurologists/ HTTP/1.1" 200 6037
INFO 2025-04-25 20:47:57,530 basehttp 17548 34988 "GET /patients/ HTTP/1.1" 200 6013
INFO 2025-04-25 20:47:58,865 basehttp 17548 34988 "GET /neurologists/ HTTP/1.1" 200 6037
INFO 2025-04-25 20:47:59,667 basehttp 17548 34988 "GET /consultations/ HTTP/1.1" 200 6042
WARNING 2025-04-25 20:48:02,723 log 17548 34988 Not Found: /login/
WARNING 2025-04-25 20:48:02,724 basehttp 17548 34988 "GET /login/ HTTP/1.1" 404 3700
WARNING 2025-04-25 20:48:10,098 log 17548 15276 Not Found: /register/
WARNING 2025-04-25 20:48:10,100 basehttp 17548 15276 "GET /register/ HTTP/1.1" 404 3709
INFO 2025-04-25 20:49:41,576 autoreload 17548 8516 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\stroke_system\urls.py changed, reloading.
INFO 2025-04-25 20:49:42,726 autoreload 9872 20280 Watching for file changes with StatReloader
INFO 2025-04-25 20:49:50,358 autoreload 9872 20280 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\stroke_system\views.py changed, reloading.
INFO 2025-04-25 20:49:51,030 autoreload 16680 35204 Watching for file changes with StatReloader
INFO 2025-04-25 20:50:02,021 basehttp 16680 13608 "GET /register/ HTTP/1.1" 200 7129
INFO 2025-04-25 20:50:10,752 basehttp 16680 24896 "GET /login/ HTTP/1.1" 200 6469
INFO 2025-04-25 20:50:30,796 basehttp 16680 24896 "POST /login/ HTTP/1.1" 200 6665
INFO 2025-04-25 20:50:41,616 basehttp 16680 30908 "POST /login/ HTTP/1.1" 302 0
WARNING 2025-04-25 20:50:41,651 log 16680 30908 Not Found: /accounts/profile/
WARNING 2025-04-25 20:50:41,651 basehttp 16680 30908 "GET /accounts/profile/ HTTP/1.1" 404 4101
WARNING 2025-04-25 20:50:56,858 log 16680 30908 Not Found: /dashboard
WARNING 2025-04-25 20:50:56,858 basehttp 16680 30908 "GET /dashboard HTTP/1.1" 404 4077
INFO 2025-04-25 20:51:05,909 basehttp 16680 23448 "GET /patients/ HTTP/1.1" 200 6013
INFO 2025-04-25 20:51:11,071 basehttp 16680 17988 "GET / HTTP/1.1" 200 8751
INFO 2025-04-25 20:51:25,798 basehttp 16680 16608 "GET /patients/ HTTP/1.1" 200 6013
INFO 2025-04-25 20:51:27,137 basehttp 16680 16608 "GET /neurologists/ HTTP/1.1" 200 6037
INFO 2025-04-25 20:51:27,982 basehttp 16680 26520 "GET /consultations/ HTTP/1.1" 200 6042
INFO 2025-04-25 20:51:29,359 basehttp 16680 26520 "GET /alerts/ HTTP/1.1" 200 6006
INFO 2025-04-25 20:51:30,399 basehttp 16680 26520 "GET /patients/ HTTP/1.1" 200 6013
INFO 2025-04-25 20:52:05,814 autoreload 16680 35204 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\stroke_system\views.py changed, reloading.
INFO 2025-04-25 20:52:06,900 autoreload 7668 22560 Watching for file changes with StatReloader
INFO 2025-04-25 20:52:30,452 autoreload 7668 22560 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\stroke_system\urls.py changed, reloading.
INFO 2025-04-25 20:52:31,299 autoreload 27556 22556 Watching for file changes with StatReloader
INFO 2025-04-25 20:53:48,643 autoreload 27556 22556 C:\Users\gideo\OneDrive\Documents\Computer Science\CS 110 &120\Django\CS120-Project\stroke_system\urls.py changed, reloading.
INFO 2025-04-25 20:53:49,770 autoreload 35436 8680 Watching for file changes with StatReloader
INFO 2025-04-25 20:54:02,644 basehttp 35436 22744 "GET /login/ HTTP/1.1" 200 6469
INFO 2025-04-25 20:54:18,799 basehttp 35436 35772 "POST /login/ HTTP/1.1" 200 6665
INFO 2025-04-25 20:54:40,213 basehttp 35436 32964 "POST /login/ HTTP/1.1" 302 0
INFO 2025-04-25 20:54:40,297 basehttp 35436 32964 "GET /profile/ HTTP/1.1" 200 6712
INFO 2025-04-26 01:31:46,683 basehttp 35436 7020 "GET /api/ HTTP/1.1" 200 5883
INFO 2025-04-26 01:31:46,741 basehttp 35436 39432 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,741 basehttp 35436 7020 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,742 basehttp 35436 37284 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,746 basehttp 35436 39432 "GET /static/rest_framework/css/default.css HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,747 basehttp 35436 7020 "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,747 basehttp 35436 37284 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,750 basehttp 35436 39432 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,750 basehttp 35436 7020 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,751 basehttp 35436 37284 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,752 basehttp 35436 39432 "GET /static/rest_framework/js/default.js HTTP/1.1" 304 0
INFO 2025-04-26 01:31:46,753 basehttp 35436 7020 "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 304 0
INFO 2025-04-26 01:31:51,335 basehttp 35436 21044 "GET /api/ HTTP/1.1" 200 5883
INFO 2025-04-26 01:31:55,180 basehttp 35436 14552 "GET /admin/ HTTP/1.1" 200 13110
INFO 2025-04-27 17:20:32,314 autoreload 4556 1576 Watching for file changes with StatReloader
